Serial_No,Report_Name,Reporting_Data_attribute,Data_Attributes_contributing_to_reporting_attributes,Row_Code,Column_Code,Measure,Source,Tab,Sub_part,Mart,Mart_Logic,SQL_Query,Frequency
526,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.2-Above 5% to 10%,R1469,C270,Fixed rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date > 5% and <= 10%","SELECT count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date > '5%'
AND ROI_as_on_reporting_date <= '10%'
AND Report_Date IN ({{report_dates}});",monthly
527,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.3-Above 10% to 15%,R1470,C270,Fixed rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date > 10% and <= 15%","SELECT count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date > '10%'
AND ROI_as_on_reporting_date <= '15%'
AND Report_Date IN ({{report_dates}});",monthly
528,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.4-Above 15% to 20%,R1471,C270,Fixed rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date > 15% and  <= 20%","SELECT count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date > '15%'
AND ROI_as_on_reporting_date <= '20%'
AND Report_Date IN ({{report_dates}});",monthly
529,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.5-Above 20% to 30%,R1472,C270,Fixed rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date > 20% and <= 30%","SELECT count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date > '20%'
AND ROI_as_on_reporting_date <= '30%'
AND Report_Date IN ({{report_dates}});",monthly
530,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.6-Above 30%,R1473,C270,Fixed rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date > 30%","SELECT count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date > '30%'
AND Report_Date IN ({{report_dates}});",monthly
531,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.1-Upto 5%,R1468,C271,Fixed rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(HL_POS) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date <= 5%","SELECT sum(HL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date <= '5%'
AND Report_Date IN ({{report_dates}});",monthly
532,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.2-Above 5% to 10%,R1469,C271,Fixed rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(HL_POS) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date > 5% and <= 10%","SELECT  sum(HL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date > '5%'
AND ROI_as_on_reporting_date <= '10%'
AND Report_Date IN ({{report_dates}});",monthly
533,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.3-Above 10% to 15%,R1470,C271,Fixed rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(HL_POS) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date > 10% and <= 15%","SELECT count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date > '10%'
AND ROI_as_on_reporting_date <= '15%'
AND Report_Date IN ({{report_dates}});",monthly
534,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.4-Above 15% to 20%,R1471,C271,Fixed rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(HL_POS) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date > 15% and  <= 20%","SELECT  sum(HL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date > '15%'
AND ROI_as_on_reporting_date <= '20%'
AND Report_Date IN ({{report_dates}});",monthly
535,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.5-Above 20% to 30%,R1472,C271,Fixed rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(HL_POS) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date > 20% and <= 30%","SELECT  sum(HL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date > '20%'
AND ROI_as_on_reporting_date <= '30%'
AND Report_Date IN ({{report_dates}});",monthly
536,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.6-Above 30%,R1473,C271,Fixed rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(HL_POS) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date > 30%","SELECT sum(HL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date > '30%'
AND Report_Date IN ({{report_dates}});",monthly
537,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.1-Upto 5%,R1468,C272,Floating rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Floating'
4- ROI_as_on_reporting_date <= 5%","SELECT count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FLOATING'
AND ROI_as_on_reporting_date <= '5%'
AND Report_Date IN ({{report_dates}});",monthly
538,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.2-Above 5% to 10%,R1469,C272,Floating rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Floating'
4- ROI_as_on_reporting_date > 5% and <= 10%","SELECT count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FLOATING'
AND ROI_as_on_reporting_date > '5%'
AND ROI_as_on_reporting_date <= '10%'
AND Report_Date IN ({{report_dates}});",monthly
539,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.3-Above 10% to 15%,R1470,C272,Floating rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Floating'
4- ROI_as_on_reporting_date > 10% and <= 15%","SELECT count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FLOATING'
AND ROI_as_on_reporting_date > '10%'
AND ROI_as_on_reporting_date <= '15%'
AND Report_Date IN ({{report_dates}});",monthly
540,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.4-Above 15% to 20%,R1471,C272,Floating rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Floating'
4- ROI_as_on_reporting_date > 15% and  <= 20%","SELECT count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FLOATING'
AND ROI_as_on_reporting_date > '15%'
AND ROI_as_on_reporting_date <= '20%'
AND Report_Date IN ({{report_dates}});",monthly
541,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.5-Above 20% to 30%,R1472,C272,Floating rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Floating'
4- ROI_as_on_reporting_date > 20% and <= 30%","SELECT count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FLOATING'
AND ROI_as_on_reporting_date > '20%'
AND ROI_as_on_reporting_date <= '30%'
AND Report_Date IN ({{report_dates}});",monthly
542,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.6-Above 30%,R1473,C272,Floating rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Floating'
4- ROI_as_on_reporting_date > 30%","SELECT count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FLOATING'
AND ROI_as_on_reporting_date > '30%'
AND Report_Date IN ({{report_dates}});",monthly
543,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.1-Upto 5%,R1468,C273,Floating rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(HL_POS) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date <= 5%","SELECT sum(HL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FLOATING'
AND ROI_as_on_reporting_date <= '5%'
AND Report_Date IN ({{report_dates}});",monthly
544,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.2-Above 5% to 10%,R1469,C273,Floating rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(HL_POS) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Floating'
4- ROI_as_on_reporting_date > 5% and <= 10%","SELECT  sum(HL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FLOATING'
AND ROI_as_on_reporting_date > '5%'
AND ROI_as_on_reporting_date <= '10%'
AND Report_Date IN ({{report_dates}});",monthly
545,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.3-Above 10% to 15%,R1470,C273,Floating rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(HL_POS) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Floating'
4- ROI_as_on_reporting_date > 10% and <= 15%","SELECT count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FLOATING'
AND ROI_as_on_reporting_date > '10%'
AND ROI_as_on_reporting_date <= '15%'
AND Report_Date IN ({{report_dates}});",monthly
546,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.4-Above 15% to 20%,R1471,C273,Floating rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(HL_POS) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Floating'
4- ROI_as_on_reporting_date > 15% and  <= 20%","SELECT  sum(HL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FLOATING'
AND ROI_as_on_reporting_date > '15%'
AND ROI_as_on_reporting_date <= '20%'
AND Report_Date IN ({{report_dates}});",monthly
547,Schedule V,Interest Rate Structure,1-Housing Loan to Individuals 1.5-Above 20% to 30%,R1472,C273,Floating rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(HL_POS) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product <> 'Other Loan'
3- ROI_Type = 'Floating'
4- ROI_as_on_reporting_date > 20% and <= 30%","SELECT  sum(HL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FLOATING'
AND ROI_as_on_reporting_date > '20%'
AND ROI_as_on_reporting_date <= '30%'
AND Report_Date IN ({{report_dates}});",monthly
,Schedule V,Interest Rate Structure,2-Non Housing Loan to Individuals 1.1-Upto 5%,R1475,C270,Fixed rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product = 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date <= 5%","SELECT count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product = 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date <= '5%'
AND Report_Date IN ({{report_dates}});",monthly
,Schedule V,Interest Rate Structure,2-Non Housing Loan to Individuals 1.2-Above 5% to 10%,R1476,C270,Fixed rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product = 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date > 5% and <= 10%","SELECT  count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product = 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date > '5%'
AND ROI_as_on_reporting_date <= '10%'
AND Report_Date IN ({{report_dates}});",monthly
,Schedule V,Interest Rate Structure,2-Non Housing Loan to Individuals 1.3-Above 10% to 15%,R1477,C270,Fixed rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product = 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date > 10% and <= 15%","SELECT count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product = 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date > '10%'
AND ROI_as_on_reporting_date <= '15%'
AND Report_Date IN ({{report_dates}});",monthly
,Schedule V,Interest Rate Structure,2- Non Housing Loan to Individuals 1.4-Above 15% to 20%,R1478,C270,Fixed rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product = 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date > 15% and  <= 20%","SELECT  count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product = 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date > '15%'
AND ROI_as_on_reporting_date <= '20%'
AND Report_Date IN ({{report_dates}});",monthly
,Schedule V,Interest Rate Structure,2 - Non Housing Loan to Individuals 1.5-Above 20% to 30%,R1479,C270,Fixed rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product = 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date > 20% and <= 30%","SELECT  sum(HL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product <> 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date > '20%'
AND ROI_as_on_reporting_date <= '30%'
AND Report_Date IN ({{report_dates}});",monthly
,Schedule V,Interest Rate Structure,2- Non Housing Loan to Individuals 1.6-Above 30%,R1480,C270,Fixed rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product = 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date > 30%","SELECT count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product = 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date > '30%'
AND Report_Date IN ({{report_dates}});",monthly
,Schedule V,Interest Rate Structure,2-Non Housing Loan to Individuals 1.1-Upto 5%,R1475,C271,Fixed rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(NHL_POS) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product = 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date <= 5%","SELECT sum(NHL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product = 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date <= '5%'
AND Report_Date IN ({{report_dates}});",monthly
,Schedule V,Interest Rate Structure,2-Non Housing Loan to Individuals 1.2-Above 5% to 10%,R1476,C271,Fixed rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(NHL_POS) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product = 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date > 5% and <= 10%","SELECT sum(NHL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product = 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date > '5%'
AND ROI_as_on_reporting_date <= '10%'
AND Report_Date IN ({{report_dates}});",monthly
,Schedule V,Interest Rate Structure,2-Non Housing Loan to Individuals 1.3-Above 10% to 15%,R1477,C271,Fixed rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(NHL_POS) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product = 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date > 10% and <= 15%","SELECT sum(NHL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product = 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date > '10%'
AND ROI_as_on_reporting_date <= '15%'
AND Report_Date IN ({{report_dates}});",monthly
,Schedule V,Interest Rate Structure,2- Non Housing Loan to Individuals 1.4-Above 15% to 20%,R1478,C271,Fixed rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(NHL_POS) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product = 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date > 15% and  <= 20%","SELECT sum(NHL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product = 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date > '15%'
AND ROI_as_on_reporting_date <= '20%'
AND Report_Date IN ({{report_dates}});",monthly
,Schedule V,Interest Rate Structure,2 - Non Housing Loan to Individuals 1.5-Above 20% to 30%,R1479,C271,Fixed rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(NHL_POS) where
1- Customer_type = 'INDIVIDUAL'
2- nhb_Product = 'Other Loan'
3- ROI_Type = 'Fixed'
4- ROI_as_on_reporting_date > 20% and <= 30%","SELECT  sum(NHL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'INDIVIDUAL'
AND nhb_Product  = 'OTHER LOAN'
AND ROI_Type = 'FIXED'
AND ROI_as_on_reporting_date > '20%'
AND ROI_as_on_reporting_date <= '30%'
AND Report_Date IN ({{report_dates}});",monthly
